backend,model_label,requested_model,condition,condition_label,prompt_language,cultural_identity,variant,x_survival_self_expression,y_traditional_secular,a008,a165,e018,e025,f063,f118,f120,g006,y002,y003
openrouter,Grok 4.5,x-ai/grok-4.5,pt_default,Português,pt-BR,none,6,1.0615501778479166,0.7004794445390803,2,2,1,2,7,10.0,5.0,2,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_default,Português,pt-BR,none,7,1.2659406420909138,-0.38009080456077465,2,2,1,2,7,10.0,5.0,1,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_default,Português,pt-BR,none,8,4.784977722312644,-0.3528837746092449,1,1,1,2,1,10.0,7.0,2,3,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_default,Português,pt-BR,none,9,2.237777443349167,4.560380901140812,2,2,3,2,1,10.0,5.0,4,3,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,0,0.6339241037804763,-0.8587872783927952,2,2,1,1,8,6.0,2.0,1,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,1,0.4402863317057369,-0.6957483895478292,2,2,1,1,9,4.0,2.0,1,1,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,2,0.8835908243718598,-0.5370622452338677,2,2,1,2,10,10.0,3.0,1,1,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,3,0.6462665888545411,0.15577151492180402,2,2,1,1,9,7.0,3.0,2,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,4,0.2504111183086516,-0.6716624767353301,2,2,1,2,9,7.0,3.0,1,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,5,0.9363964030625245,-0.36941794211387047,2,2,1,2,8,10.0,2.0,1,1,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,6,-0.0803158729465275,-0.6602870137979289,2,2,1,2,9,5.0,3.0,1,1,1
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,7,-0.264134635463287,-0.5499327109085504,2,2,1,2,10,4.0,2.0,1,1,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,8,0.8835908243718598,-0.5370622452338677,2,2,1,2,10,10.0,3.0,1,1,2
openrouter,Grok 4.5,x-ai/grok-4.5,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,9,0.8835908243718598,-0.5370622452338677,2,2,1,2,10,10.0,3.0,1,1,2
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,0,1.039597096922107,1.0327478057205577,2,2,3,2,7,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,1,0.9867915182314422,0.8651035026005607,2,2,3,2,9,10.0,5.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,2,0.9867915182314422,0.8651035026005607,2,2,3,2,9,10.0,5.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,3,0.9354220645419697,0.9254272269171158,2,2,3,2,8,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,4,1.039597096922107,1.0327478057205577,2,2,3,2,7,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,5,1.228055769792019,1.1240875073115673,2,2,3,2,9,10.0,5.0,1,1,2
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,6,1.039597096922107,1.0327478057205577,2,2,3,2,7,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,7,0.8666465617114312,0.08818891572956439,2,2,2,2,9,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,8,1.5021700476342517,0.6626045130071363,2,2,3,2,9,10.0,5.0,1,2,1
maritaca,Sabiá-4,sabia-4,en_default,Inglês,en,none,9,0.9867915182314422,0.8651035026005607,2,2,3,2,9,10.0,5.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,0,1.3132495882837019,-0.9515483850514119,2,2,1,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,1,1.3651319523593617,-1.1280936008226867,1,2,2,2,10,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,2,1.8805104817621712,-1.330592590416111,1,2,2,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,3,1.3132495882837019,-0.9515483850514119,2,2,1,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,4,1.4005314819089605,-1.8580113332067967,1,2,1,2,10,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,5,1.5047065142890979,-1.7506907544033545,1,2,1,2,9,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,6,0.4379361085682857,0.28452399915498067,2,2,1,2,10,10.0,3.0,2,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,7,0.4379361085682857,0.28452399915498067,2,2,1,2,10,10.0,3.0,2,1,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,8,1.277850058734103,-0.22163065266730192,2,2,2,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_brazil,Prompt Brasil,pt-BR,Brazil,9,1.5086661148063747,-0.4554793476966154,1,2,1,2,7,10.0,4.0,2,1,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,0,1.3820250911142404,-0.11431007386386,2,2,2,2,9,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,1,1.3651319523593617,-1.1280936008226867,1,2,2,2,10,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,2,1.676120017519174,-0.25002234131625606,1,2,2,2,10,10.0,4.0,2,2,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,3,1.7115195470687727,-0.9799400737003663,1,2,1,2,10,10.0,4.0,2,2,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,4,1.4005314819089605,-1.8580113332067967,1,2,1,2,10,10.0,4.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,5,1.8316394074350915,0.35931508845403026,2,2,2,2,7,10.0,4.0,1,2,2
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,6,1.1433103428216067,-0.3827448119435385,2,2,1,2,9,10.0,4.0,1,1,2
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,7,1.3137624986698893,-1.067769876506132,1,2,2,2,9,10.0,3.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,8,1.5191143102946798,0.03735335204370471,2,2,2,2,10,10.0,4.0,1,2,2
maritaca,Sabiá-4,sabia-4,pt_default,Português,pt-BR,none,9,2.265308895769761,-0.39899433257903316,1,2,1,2,7,10.0,4.0,2,2,2
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,0,1.349162028219488,-1.7976876088902412,1,2,1,2,9,10.0,3.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,1,1.91591001131177,-2.060510322800221,1,2,1,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,2,1.91591001131177,-2.060510322800221,1,2,1,2,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,3,2.0200850436919073,-1.953189743996779,1,2,1,2,9,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,4,1.349162028219488,-1.7976876088902412,1,2,1,2,9,10.0,3.0,1,1,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,5,2.516155946100657,-2.313646580242942,1,2,1,1,10,10.0,4.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,6,1.1093720344268923,0.012800372593722964,1,2,2,2,9,10.0,3.0,2,1,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,7,1.8645405576222975,-2.0001865984836655,1,2,1,2,9,10.0,3.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,8,1.8645405576222975,-2.0001865984836655,1,2,1,2,9,10.0,3.0,1,2,1
maritaca,Sabiá-4,sabia-4,pt_rs,Prompt RS,pt-BR,Rio Grande do Sul,9,1.91591001131177,-2.060510322800221,1,2,1,2,10,10.0,4.0,1,2,1
